Program,Year,Period,Week Ending,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Zip Code,Region,watershed_code,Watershed,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2002,MARKETING YEAR,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,7638000,
SURVEY,2002,MARKETING YEAR,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,67,
SURVEY,2002,MARKETING YEAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1687000,
SURVEY,2002,MARKETING YEAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1298000,
SURVEY,2002,MARKETING YEAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,59,
SURVEY,2002,MARKETING YEAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,748000,
SURVEY,2002,MARKETING YEAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,623000,
SURVEY,2002,MARKETING YEAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,89,
SURVEY,2002,MARKETING YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,578000,
SURVEY,2002,MARKETING YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,304000,
SURVEY,2002,MARKETING YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,38,
SURVEY,2002,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,3239000,
SURVEY,2002,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2550000,
SURVEY,2002,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,51,
SURVEY,2002,MARKETING YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,606000,
SURVEY,2002,MARKETING YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,459000,
SURVEY,2002,MARKETING YEAR,,STATE,WEST VIRGINIA,54,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,51,
SURVEY,2002,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,8911000,
SURVEY,2002,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,6650000,
SURVEY,2002,MARKETING YEAR,,STATE,WISCONSIN,55,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,95,
SURVEY,2002,MARKETING YEAR,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,3184000,
SURVEY,2002,MARKETING YEAR,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2394000,
SURVEY,2002,MARKETING YEAR,,STATE,WYOMING,56,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,63,
SURVEY,2001,MARKETING YEAR,,STATE,ALABAMA,1,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,736000,
SURVEY,2001,MARKETING YEAR,,STATE,ALABAMA,1,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1022000,
SURVEY,2001,MARKETING YEAR,,STATE,ALABAMA,1,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,73,
SURVEY,2001,MARKETING YEAR,,STATE,ARIZONA,4,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1827000,
SURVEY,2001,MARKETING YEAR,,STATE,ARIZONA,4,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2537000,
SURVEY,2001,MARKETING YEAR,,STATE,ARIZONA,4,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,59,
SURVEY,2001,MARKETING YEAR,,STATE,ARKANSAS,5,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,3185000,
SURVEY,2001,MARKETING YEAR,,STATE,ARKANSAS,5,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4900000,
SURVEY,2001,MARKETING YEAR,,STATE,ARKANSAS,5,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,98,
SURVEY,2001,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,19361000,
SURVEY,2001,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,28060000,
SURVEY,2001,MARKETING YEAR,,STATE,CALIFORNIA,6,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,61,
SURVEY,2001,MARKETING YEAR,,STATE,COLORADO,8,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1015000,
SURVEY,2001,MARKETING YEAR,,STATE,COLORADO,8,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1430000,
SURVEY,2001,MARKETING YEAR,,STATE,COLORADO,8,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,55,
SURVEY,2001,MARKETING YEAR,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,14080000,
SURVEY,2001,MARKETING YEAR,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,22000000,
SURVEY,2001,MARKETING YEAR,,STATE,FLORIDA,12,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,100,
SURVEY,2001,MARKETING YEAR,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,2195000,
SURVEY,2001,MARKETING YEAR,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3135000,
SURVEY,2001,MARKETING YEAR,,STATE,GEORGIA,13,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,57,
SURVEY,2001,MARKETING YEAR,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,606000,
SURVEY,2001,MARKETING YEAR,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,696000,
SURVEY,2001,MARKETING YEAR,,STATE,HAWAII,15,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,87,
SURVEY,2001,MARKETING YEAR,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,3082000,
SURVEY,2001,MARKETING YEAR,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4600000,
SURVEY,2001,MARKETING YEAR,,STATE,IDAHO,16,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,46,
SURVEY,2001,MARKETING YEAR,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,720000,
SURVEY,2001,MARKETING YEAR,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,456000,
SURVEY,2001,MARKETING YEAR,,STATE,ILLINOIS,17,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,76,
SURVEY,2001,MARKETING YEAR,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,489000,
SURVEY,2001,MARKETING YEAR,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,532000,
SURVEY,2001,MARKETING YEAR,,STATE,INDIANA,18,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,76,
SURVEY,2001,MARKETING YEAR,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1262000,
SURVEY,2001,MARKETING YEAR,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1683000,
SURVEY,2001,MARKETING YEAR,,STATE,IOWA,19,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,51,
SURVEY,2001,MARKETING YEAR,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,636000,
SURVEY,2001,MARKETING YEAR,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,663000,
SURVEY,2001,MARKETING YEAR,,STATE,KANSAS,20,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,51,
SURVEY,2001,MARKETING YEAR,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,440000,
SURVEY,2001,MARKETING YEAR,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,312000,
SURVEY,2001,MARKETING YEAR,,STATE,KENTUCKY,21,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,78,
SURVEY,2001,MARKETING YEAR,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,2862000,
SURVEY,2001,MARKETING YEAR,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4770000,
SURVEY,2001,MARKETING YEAR,,STATE,LOUISIANA,22,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,106,
SURVEY,2001,MARKETING YEAR,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,174000,
SURVEY,2001,MARKETING YEAR,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,220000,
SURVEY,2001,MARKETING YEAR,,STATE,MAINE,23,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,20,
SURVEY,2001,MARKETING YEAR,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,294000,
SURVEY,2001,MARKETING YEAR,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,184000,
SURVEY,2001,MARKETING YEAR,,STATE,MARYLAND,24,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,46,
SURVEY,2001,MARKETING YEAR,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,3694000,
SURVEY,2001,MARKETING YEAR,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,4560000,
SURVEY,2001,MARKETING YEAR,,STATE,MICHIGAN,26,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,60,
SURVEY,2001,MARKETING YEAR,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,7108000,
SURVEY,2001,MARKETING YEAR,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,10935000,
SURVEY,2001,MARKETING YEAR,,STATE,MINNESOTA,27,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,81,
SURVEY,2001,MARKETING YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,999000,
SURVEY,2001,MARKETING YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1122000,
SURVEY,2001,MARKETING YEAR,,STATE,MISSISSIPPI,28,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,66,
SURVEY,2001,MARKETING YEAR,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,953000,
SURVEY,2001,MARKETING YEAR,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1342000,
SURVEY,2001,MARKETING YEAR,,STATE,MISSOURI,29,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,61,
SURVEY,2001,MARKETING YEAR,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,9294000,
SURVEY,2001,MARKETING YEAR,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,13872000,
SURVEY,2001,MARKETING YEAR,,STATE,MONTANA,30,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,102,
SURVEY,2001,MARKETING YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1486000,
SURVEY,2001,MARKETING YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2064000,
SURVEY,2001,MARKETING YEAR,,STATE,NEBRASKA,31,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,48,
SURVEY,2001,MARKETING YEAR,,STATE,NEVADA,32,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,963000,
SURVEY,2001,MARKETING YEAR,,STATE,NEVADA,32,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,450000,
SURVEY,2001,MARKETING YEAR,,STATE,NEVADA,32,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,50,
SURVEY,2001,MARKETING YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,318000,
SURVEY,2001,MARKETING YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,374000,
SURVEY,2001,MARKETING YEAR,,STATE,NEW JERSEY,34,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,34,
SURVEY,2001,MARKETING YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,462000,
SURVEY,2001,MARKETING YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,700000,
SURVEY,2001,MARKETING YEAR,,STATE,NEW MEXICO,35,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,70,
SURVEY,2001,MARKETING YEAR,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,2931000,
SURVEY,2001,MARKETING YEAR,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,3710000,
SURVEY,2001,MARKETING YEAR,,STATE,NEW YORK,36,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,70,
SURVEY,2001,MARKETING YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,847000,
SURVEY,2001,MARKETING YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,572000,
SURVEY,2001,MARKETING YEAR,,STATE,NORTH CAROLINA,37,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,44,
SURVEY,2001,MARKETING YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,18547000,
SURVEY,2001,MARKETING YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,26880000,
SURVEY,2001,MARKETING YEAR,,STATE,NORTH DAKOTA,38,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,96,
SURVEY,2001,MARKETING YEAR,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1473000,
SURVEY,2001,MARKETING YEAR,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1458000,
SURVEY,2001,MARKETING YEAR,,STATE,OHIO,39,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,81,
SURVEY,2001,MARKETING YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,269000,
SURVEY,2001,MARKETING YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,188000,
SURVEY,2001,MARKETING YEAR,,STATE,OKLAHOMA,40,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,47,
SURVEY,2001,MARKETING YEAR,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1433000,
SURVEY,2001,MARKETING YEAR,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1936000,
SURVEY,2001,MARKETING YEAR,,STATE,OREGON,41,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,44,
SURVEY,2001,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,707000,
SURVEY,2001,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,303000,
SURVEY,2001,MARKETING YEAR,,STATE,OTHER STATES,,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,38,
SURVEY,2001,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1363000,
SURVEY,2001,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,1482000,
SURVEY,2001,MARKETING YEAR,,STATE,PENNSYLVANIA,42,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,57,
SURVEY,2001,MARKETING YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,221000,
SURVEY,2001,MARKETING YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,280000,
SURVEY,2001,MARKETING YEAR,,STATE,SOUTH CAROLINA,45,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,40,
SURVEY,2001,MARKETING YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,10845000,
SURVEY,2001,MARKETING YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,15275000,
SURVEY,2001,MARKETING YEAR,,STATE,SOUTH DAKOTA,46,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,65,
SURVEY,2001,MARKETING YEAR,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,656000,
SURVEY,2001,MARKETING YEAR,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,472000,
SURVEY,2001,MARKETING YEAR,,STATE,TENNESSEE,47,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,59,
SURVEY,2001,MARKETING YEAR,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,4981000,
SURVEY,2001,MARKETING YEAR,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,7663000,
SURVEY,2001,MARKETING YEAR,,STATE,TEXAS,48,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,79,
SURVEY,2001,MARKETING YEAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,568000,
SURVEY,2001,MARKETING YEAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,874000,
SURVEY,2001,MARKETING YEAR,,STATE,UTAH,49,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,38,
SURVEY,2001,MARKETING YEAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,522000,
SURVEY,2001,MARKETING YEAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,567000,
SURVEY,2001,MARKETING YEAR,,STATE,VERMONT,50,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,81,
SURVEY,2001,MARKETING YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,590000,
SURVEY,2001,MARKETING YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,468000,
SURVEY,2001,MARKETING YEAR,,STATE,VIRGINIA,51,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB / COLONY",TOTAL,NOT SPECIFIED,52,
SURVEY,2001,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN $",TOTAL,NOT SPECIFIED,1797000,
SURVEY,2001,MARKETING YEAR,,STATE,WASHINGTON,53,,,,,,,0,,HONEY,"HONEY - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,2496000,
